Hbb_bk1,Hbb_bk2,Hbb_bk3,HbO_bk1,HbO_bk2,HOb_bk3,label,User,trial,time
-1.37E-05,1.08E-05,4.32E-05,-3.84E-05,7.00E-05,5.56E-06,baseline,8,1,-7.2
-1.63E-05,5.35E-06,4.95E-05,-3.50E-05,6.83E-05,-3.22E-06,baseline,8,1,-7.1
-1.84E-05,-1.98E-06,5.33E-05,-2.55E-05,6.56E-05,-1.81E-05,baseline,8,1,-7
-1.82E-05,-9.81E-06,5.08E-05,-2.37E-05,5.24E-05,-3.69E-05,baseline,8,1,-6.9
-1.46E-05,-1.58E-05,4.21E-05,-4.13E-05,2.22E-05,-5.57E-05,baseline,8,1,-6.8
-8.92E-06,-1.78E-05,3.11E-05,-7.41E-05,-2.17E-05,-6.66E-05,baseline,8,1,-6.7
-3.37E-06,-1.55E-05,2.31E-05,-1.02E-04,-6.72E-05,-6.33E-05,baseline,8,1,-6.6
-1.07E-07,-1.10E-05,2.12E-05,-1.09E-04,-1.02E-04,-5.01E-05,baseline,8,1,-6.5
5.30E-07,-7.40E-06,2.43E-05,-9.68E-05,-1.19E-04,-4.16E-05,baseline,8,1,-6.4
1.04E-07,-5.83E-06,2.74E-05,-8.94E-05,-1.26E-04,-5.06E-05,baseline,8,1,-6.3
7.62E-07,-4.65E-06,2.56E-05,-1.09E-04,-1.35E-04,-7.50E-05,baseline,8,1,-6.2
3.49E-06,-1.42E-06,1.80E-05,-1.54E-04,-1.54E-04,-9.76E-05,baseline,8,1,-6.1
7.20E-06,3.96E-06,9.69E-06,-2.01E-04,-1.79E-04,-1.02E-04,baseline,8,1,-6
9.47E-06,8.67E-06,7.18E-06,-2.20E-04,-1.95E-04,-8.79E-05,baseline,8,1,-5.9
8.23E-06,9.69E-06,1.28E-05,-1.99E-04,-1.87E-04,-6.89E-05,baseline,8,1,-5.8
3.20E-06,6.77E-06,2.12E-05,-1.52E-04,-1.57E-04,-5.87E-05,baseline,8,1,-5.7
-4.07E-06,2.35E-06,2.33E-05,-1.05E-04,-1.19E-04,-5.78E-05,baseline,8,1,-5.6
-1.13E-05,-1.25E-06,1.35E-05,-7.76E-05,-9.03E-05,-5.73E-05,baseline,8,1,-5.5
-1.69E-05,-3.98E-06,-5.39E-06,-7.36E-05,-8.04E-05,-5.28E-05,baseline,8,1,-5.4
-2.06E-05,-6.99E-06,-2.51E-05,-8.25E-05,-8.61E-05,-5.11E-05,baseline,8,1,-5.3
-2.33E-05,-1.01E-05,-3.91E-05,-9.19E-05,-9.96E-05,-6.06E-05,baseline,8,1,-5.2
-2.61E-05,-1.15E-05,-4.83E-05,-9.55E-05,-1.16E-04,-7.75E-05,baseline,8,1,-5.1
-2.93E-05,-1.04E-05,-5.77E-05,-9.61E-05,-1.34E-04,-8.56E-05,baseline,8,1,-5
-3.19E-05,-9.56E-06,-6.98E-05,-1.03E-04,-1.53E-04,-7.38E-05,baseline,8,1,-4.9
-3.25E-05,-1.38E-05,-8.02E-05,-1.28E-04,-1.73E-04,-5.37E-05,baseline,8,1,-4.8
-3.02E-05,-2.46E-05,-8.22E-05,-1.74E-04,-1.98E-04,-5.40E-05,baseline,8,1,-4.7
-2.62E-05,-3.76E-05,-7.41E-05,-2.36E-04,-2.37E-04,-9.49E-05,baseline,8,1,-4.6
-2.39E-05,-4.57E-05,-6.26E-05,-2.96E-04,-2.96E-04,-1.66E-04,baseline,8,1,-4.5
-2.70E-05,-4.53E-05,-5.68E-05,-3.36E-04,-3.65E-04,-2.32E-04,baseline,8,1,-4.4
-3.65E-05,-3.99E-05,-6.01E-05,-3.51E-04,-4.26E-04,-2.62E-04,baseline,8,1,-4.3
-4.91E-05,-3.69E-05,-6.75E-05,-3.50E-04,-4.63E-04,-2.58E-04,baseline,8,1,-4.2
-5.91E-05,-4.04E-05,-7.13E-05,-3.51E-04,-4.77E-04,-2.52E-04,baseline,8,1,-4.1
-6.23E-05,-4.81E-05,-6.88E-05,-3.67E-04,-4.89E-04,-2.80E-04,baseline,8,1,-4
-5.98E-05,-5.40E-05,-6.45E-05,-3.96E-04,-5.19E-04,-3.47E-04,baseline,8,1,-3.9
-5.68E-05,-5.49E-05,-6.53E-05,-4.26E-04,-5.64E-04,-4.32E-04,baseline,8,1,-3.8
-5.87E-05,-5.26E-05,-7.35E-05,-4.46E-04,-6.07E-04,-5.01E-04,baseline,8,1,-3.7
-6.58E-05,-5.10E-05,-8.55E-05,-4.59E-04,-6.28E-04,-5.37E-04,baseline,8,1,-3.6
-7.33E-05,-5.17E-05,-9.55E-05,-4.72E-04,-6.25E-04,-5.45E-04,baseline,8,1,-3.5
-7.56E-05,-5.44E-05,-1.01E-04,-4.93E-04,-6.15E-04,-5.45E-04,baseline,8,1,-3.4
-7.16E-05,-5.92E-05,-1.02E-04,-5.18E-04,-6.15E-04,-5.54E-04,baseline,8,1,-3.3
-6.55E-05,-6.82E-05,-1.02E-04,-5.41E-04,-6.30E-04,-5.76E-04,baseline,8,1,-3.2
-6.29E-05,-8.30E-05,-1.02E-04,-5.60E-04,-6.48E-04,-6.08E-04,baseline,8,1,-3.1
-6.57E-05,-1.01E-04,-1.03E-04,-5.82E-04,-6.62E-04,-6.42E-04,baseline,8,1,-3
-7.08E-05,-1.15E-04,-1.06E-04,-6.14E-04,-6.68E-04,-6.71E-04,baseline,8,1,-2.9
-7.38E-05,-1.18E-04,-1.11E-04,-6.49E-04,-6.73E-04,-6.90E-04,baseline,8,1,-2.8
-7.33E-05,-1.12E-04,-1.20E-04,-6.72E-04,-6.78E-04,-6.96E-04,baseline,8,1,-2.7
-7.25E-05,-1.04E-04,-1.27E-04,-6.65E-04,-6.78E-04,-6.94E-04,baseline,8,1,-2.6
-7.50E-05,-1.01E-04,-1.31E-04,-6.32E-04,-6.70E-04,-6.88E-04,baseline,8,1,-2.5
-8.13E-05,-1.05E-04,-1.30E-04,-5.94E-04,-6.61E-04,-6.83E-04,baseline,8,1,-2.4
-8.82E-05,-1.09E-04,-1.26E-04,-5.77E-04,-6.62E-04,-6.81E-04,baseline,8,1,-2.3
-9.19E-05,-1.07E-04,-1.21E-04,-5.91E-04,-6.81E-04,-6.88E-04,baseline,8,1,-2.2
-9.23E-05,-9.43E-05,-1.19E-04,-6.20E-04,-7.13E-04,-7.05E-04,baseline,8,1,-2.1
-9.25E-05,-7.79E-05,-1.22E-04,-6.39E-04,-7.42E-04,-7.29E-04,baseline,8,1,-2
-9.58E-05,-6.50E-05,-1.28E-04,-6.37E-04,-7.55E-04,-7.49E-04,baseline,8,1,-1.9
-1.01E-04,-5.93E-05,-1.34E-04,-6.23E-04,-7.54E-04,-7.53E-04,baseline,8,1,-1.8
-1.05E-04,-5.95E-05,-1.38E-04,-6.17E-04,-7.50E-04,-7.36E-04,baseline,8,1,-1.7
-1.03E-04,-6.09E-05,-1.37E-04,-6.32E-04,-7.53E-04,-7.10E-04,baseline,8,1,-1.6
-9.57E-05,-6.08E-05,-1.32E-04,-6.59E-04,-7.64E-04,-6.97E-04,baseline,8,1,-1.5
-8.71E-05,-5.93E-05,-1.26E-04,-6.80E-04,-7.70E-04,-7.12E-04,baseline,8,1,-1.4
-8.23E-05,-5.93E-05,-1.25E-04,-6.85E-04,-7.61E-04,-7.49E-04,baseline,8,1,-1.3
-8.26E-05,-6.30E-05,-1.29E-04,-6.76E-04,-7.38E-04,-7.86E-04,baseline,8,1,-1.2
-8.49E-05,-7.14E-05,-1.34E-04,-6.65E-04,-7.07E-04,-8.05E-04,baseline,8,1,-1.1
-8.59E-05,-8.27E-05,-1.34E-04,-6.54E-04,-6.80E-04,-8.02E-04,baseline,8,1,-1
-8.51E-05,-9.42E-05,-1.26E-04,-6.39E-04,-6.59E-04,-7.93E-04,baseline,8,1,-0.9
-8.47E-05,-1.03E-04,-1.12E-04,-6.15E-04,-6.38E-04,-7.96E-04,baseline,8,1,-0.8
-8.70E-05,-1.06E-04,-9.57E-05,-5.86E-04,-6.16E-04,-8.22E-04,baseline,8,1,-0.7
-9.06E-05,-1.07E-04,-8.30E-05,-5.67E-04,-6.00E-04,-8.63E-04,baseline,8,1,-0.6
-9.16E-05,-1.06E-04,-7.70E-05,-5.71E-04,-6.01E-04,-9.04E-04,baseline,8,1,-0.5
-8.71E-05,-1.07E-04,-7.78E-05,-5.97E-04,-6.26E-04,-9.32E-04,baseline,8,1,-0.4
-7.89E-05,-1.08E-04,-8.34E-05,-6.29E-04,-6.69E-04,-9.37E-04,baseline,8,1,-0.3
-7.19E-05,-1.04E-04,-8.98E-05,-6.51E-04,-7.13E-04,-9.17E-04,baseline,8,1,-0.2
-6.95E-05,-9.44E-05,-9.30E-05,-6.57E-04,-7.44E-04,-8.72E-04,baseline,8,1,-0.1
-7.01E-05,-8.16E-05,-9.21E-05,-6.58E-04,-7.53E-04,-8.08E-04,baseline,8,1,0
-6.87E-05,-7.13E-05,-9.07E-05,-6.66E-04,-7.46E-04,-7.40E-04,mod,8,1,0.1
-6.20E-05,-6.73E-05,-9.40E-05,-6.87E-04,-7.29E-04,-6.85E-04,mod,8,1,0.2
-5.24E-05,-6.84E-05,-1.03E-04,-7.14E-04,-7.11E-04,-6.56E-04,mod,8,1,0.3
-4.69E-05,-7.00E-05,-1.13E-04,-7.35E-04,-6.96E-04,-6.54E-04,mod,8,1,0.4
-4.99E-05,-6.83E-05,-1.13E-04,-7.46E-04,-6.87E-04,-6.70E-04,mod,8,1,0.5
-5.91E-05,-6.39E-05,-9.81E-05,-7.49E-04,-6.85E-04,-6.87E-04,mod,8,1,0.6
-6.67E-05,-6.00E-05,-7.15E-05,-7.48E-04,-6.81E-04,-6.93E-04,mod,8,1,0.7
-6.58E-05,-5.84E-05,-4.50E-05,-7.44E-04,-6.68E-04,-6.90E-04,mod,8,1,0.8
-5.68E-05,-5.70E-05,-2.82E-05,-7.36E-04,-6.46E-04,-6.88E-04,mod,8,1,0.9
-4.67E-05,-5.24E-05,-2.19E-05,-7.20E-04,-6.30E-04,-6.99E-04,mod,8,1,1
-4.30E-05,-4.37E-05,-1.99E-05,-6.99E-04,-6.42E-04,-7.21E-04,mod,8,1,1.1
-4.78E-05,-3.36E-05,-1.63E-05,-6.78E-04,-6.89E-04,-7.41E-04,mod,8,1,1.2
-5.68E-05,-2.55E-05,-1.20E-05,-6.58E-04,-7.57E-04,-7.42E-04,mod,8,1,1.3
-6.38E-05,-2.02E-05,-1.26E-05,-6.38E-04,-8.10E-04,-7.19E-04,mod,8,1,1.4
-6.52E-05,-1.52E-05,-2.08E-05,-6.14E-04,-8.19E-04,-6.83E-04,mod,8,1,1.5
-6.24E-05,-8.08E-06,-3.23E-05,-5.82E-04,-7.84E-04,-6.48E-04,mod,8,1,1.6
-5.91E-05,7.09E-07,-3.92E-05,-5.45E-04,-7.34E-04,-6.24E-04,mod,8,1,1.7
-5.85E-05,7.72E-06,-3.72E-05,-5.08E-04,-6.98E-04,-6.09E-04,mod,8,1,1.8
-6.13E-05,9.82E-06,-3.01E-05,-4.76E-04,-6.83E-04,-5.96E-04,mod,8,1,1.9
-6.55E-05,6.75E-06,-2.58E-05,-4.55E-04,-6.69E-04,-5.81E-04,mod,8,1,2
-6.77E-05,1.04E-06,-2.85E-05,-4.47E-04,-6.32E-04,-5.65E-04,mod,8,1,2.1
-6.49E-05,-4.45E-06,-3.47E-05,-4.50E-04,-5.65E-04,-5.48E-04,mod,8,1,2.2
-5.57E-05,-8.58E-06,-3.66E-05,-4.55E-04,-4.88E-04,-5.26E-04,mod,8,1,2.3
-4.22E-05,-1.20E-05,-2.97E-05,-4.51E-04,-4.29E-04,-4.93E-04,mod,8,1,2.4
-2.95E-05,-1.56E-05,-1.68E-05,-4.33E-04,-3.99E-04,-4.51E-04,mod,8,1,2.5
-2.20E-05,-1.91E-05,-5.95E-06,-4.08E-04,-3.92E-04,-4.10E-04,mod,8,1,2.6
-2.07E-05,-2.13E-05,-4.15E-06,-3.92E-04,-3.91E-04,-3.85E-04,mod,8,1,2.7
-2.25E-05,-2.07E-05,-1.16E-05,-3.92E-04,-3.87E-04,-3.83E-04,mod,8,1,2.8
-2.34E-05,-1.69E-05,-2.17E-05,-4.03E-04,-3.82E-04,-3.99E-04,mod,8,1,2.9
-2.21E-05,-1.06E-05,-2.63E-05,-4.06E-04,-3.82E-04,-4.23E-04,mod,8,1,3
-2.09E-05,-3.52E-06,-2.10E-05,-3.90E-04,-3.86E-04,-4.48E-04,mod,8,1,3.1
-2.25E-05,2.89E-06,-7.63E-06,-3.55E-04,-3.87E-04,-4.67E-04,mod,8,1,3.2
-2.66E-05,8.38E-06,7.54E-06,-3.19E-04,-3.81E-04,-4.75E-04,mod,8,1,3.3
-3.03E-05,1.38E-05,1.76E-05,-2.98E-04,-3.75E-04,-4.67E-04,mod,8,1,3.4
-3.06E-05,1.97E-05,1.91E-05,-3.00E-04,-3.82E-04,-4.45E-04,mod,8,1,3.5
-2.81E-05,2.51E-05,1.34E-05,-3.20E-04,-4.09E-04,-4.23E-04,mod,8,1,3.6
-2.59E-05,2.77E-05,5.87E-06,-3.46E-04,-4.48E-04,-4.16E-04,mod,8,1,3.7
-2.60E-05,2.55E-05,2.28E-06,-3.70E-04,-4.76E-04,-4.26E-04,mod,8,1,3.8
-2.68E-05,1.89E-05,4.72E-06,-3.91E-04,-4.75E-04,-4.34E-04,mod,8,1,3.9
-2.49E-05,1.07E-05,1.05E-05,-4.06E-04,-4.41E-04,-4.15E-04,mod,8,1,4
-1.89E-05,4.27E-06,1.43E-05,-4.16E-04,-3.93E-04,-3.60E-04,mod,8,1,4.1
-1.18E-05,6.77E-07,1.26E-05,-4.20E-04,-3.56E-04,-2.92E-04,mod,8,1,4.2
-8.23E-06,-1.30E-06,6.64E-06,-4.21E-04,-3.43E-04,-2.48E-04,mod,8,1,4.3
-1.04E-05,-3.87E-06,1.38E-06,-4.22E-04,-3.44E-04,-2.52E-04,mod,8,1,4.4
-1.62E-05,-8.16E-06,9.49E-07,-4.26E-04,-3.35E-04,-2.92E-04,mod,8,1,4.5
-2.06E-05,-1.34E-05,5.17E-06,-4.27E-04,-3.01E-04,-3.28E-04,mod,8,1,4.6
-2.01E-05,-1.76E-05,1.02E-05,-4.20E-04,-2.51E-04,-3.31E-04,mod,8,1,4.7
-1.48E-05,-1.81E-05,1.28E-05,-4.01E-04,-2.10E-04,-3.00E-04,mod,8,1,4.8
-7.40E-06,-1.32E-05,1.27E-05,-3.74E-04,-2.02E-04,-2.64E-04,mod,8,1,4.9
-9.41E-08,-2.88E-06,1.25E-05,-3.47E-04,-2.30E-04,-2.49E-04,mod,8,1,5
6.45E-06,1.02E-05,1.36E-05,-3.26E-04,-2.75E-04,-2.63E-04,mod,8,1,5.1
1.25E-05,2.18E-05,1.47E-05,-3.17E-04,-3.12E-04,-2.88E-04,mod,8,1,5.2
1.78E-05,2.86E-05,1.39E-05,-3.17E-04,-3.28E-04,-3.04E-04,mod,8,1,5.3
2.08E-05,3.10E-05,1.20E-05,-3.17E-04,-3.30E-04,-3.05E-04,mod,8,1,5.4
2.05E-05,3.26E-05,1.20E-05,-3.08E-04,-3.32E-04,-3.01E-04,mod,8,1,5.5
1.71E-05,3.64E-05,1.62E-05,-2.85E-04,-3.36E-04,-2.97E-04,mod,8,1,5.6
1.26E-05,4.18E-05,2.21E-05,-2.51E-04,-3.35E-04,-2.90E-04,mod,8,1,5.7
8.96E-06,4.47E-05,2.48E-05,-2.14E-04,-3.23E-04,-2.74E-04,mod,8,1,5.8
6.68E-06,4.20E-05,2.18E-05,-1.84E-04,-3.02E-04,-2.53E-04,mod,8,1,5.9
4.87E-06,3.50E-05,1.63E-05,-1.68E-04,-2.86E-04,-2.45E-04,mod,8,1,6
2.68E-06,2.86E-05,1.44E-05,-1.67E-04,-2.87E-04,-2.64E-04,mod,8,1,6.1
7.51E-07,2.63E-05,1.85E-05,-1.75E-04,-3.03E-04,-3.04E-04,mod,8,1,6.2
1.04E-06,2.69E-05,2.46E-05,-1.90E-04,-3.20E-04,-3.39E-04,mod,8,1,6.3
5.27E-06,2.63E-05,2.58E-05,-2.06E-04,-3.24E-04,-3.44E-04,mod,8,1,6.4
1.33E-05,2.24E-05,1.91E-05,-2.20E-04,-3.12E-04,-3.17E-04,mod,8,1,6.5
2.30E-05,1.80E-05,8.62E-06,-2.30E-04,-2.92E-04,-2.82E-04,mod,8,1,6.6
3.14E-05,1.75E-05,1.43E-06,-2.40E-04,-2.75E-04,-2.69E-04,mod,8,1,6.7
3.67E-05,2.20E-05,1.85E-06,-2.52E-04,-2.66E-04,-2.85E-04,mod,8,1,6.8
3.84E-05,2.72E-05,8.19E-06,-2.70E-04,-2.63E-04,-3.19E-04,mod,8,1,6.9
3.71E-05,2.73E-05,1.54E-05,-2.89E-04,-2.59E-04,-3.48E-04,mod,8,1,7
3.33E-05,2.10E-05,1.96E-05,-3.01E-04,-2.56E-04,-3.64E-04,mod,8,1,7.1
2.70E-05,1.30E-05,2.03E-05,-3.00E-04,-2.54E-04,-3.69E-04,mod,8,1,7.2
1.84E-05,9.36E-06,1.93E-05,-2.86E-04,-2.56E-04,-3.69E-04,mod,8,1,7.3
8.52E-06,1.20E-05,1.82E-05,-2.65E-04,-2.60E-04,-3.65E-04,mod,8,1,7.4
-1.59E-06,1.64E-05,1.72E-05,-2.44E-04,-2.64E-04,-3.61E-04,mod,8,1,7.5
-1.11E-05,1.58E-05,1.62E-05,-2.27E-04,-2.68E-04,-3.63E-04,mod,8,1,7.6
-1.99E-05,6.35E-06,1.39E-05,-2.18E-04,-2.73E-04,-3.78E-04,mod,8,1,7.7
-2.84E-05,-9.23E-06,8.25E-06,-2.20E-04,-2.84E-04,-4.02E-04,mod,8,1,7.8
-3.64E-05,-2.44E-05,-2.85E-06,-2.39E-04,-3.02E-04,-4.20E-04,mod,8,1,7.9
-4.23E-05,-3.36E-05,-1.94E-05,-2.71E-04,-3.23E-04,-4.15E-04,mod,8,1,8
-4.39E-05,-3.60E-05,-3.79E-05,-3.06E-04,-3.39E-04,-3.91E-04,mod,8,1,8.1
-3.94E-05,-3.52E-05,-5.23E-05,-3.32E-04,-3.46E-04,-3.72E-04,mod,8,1,8.2
-2.87E-05,-3.64E-05,-5.77E-05,-3.45E-04,-3.45E-04,-3.85E-04,mod,8,1,8.3
-1.49E-05,-4.20E-05,-5.39E-05,-3.53E-04,-3.45E-04,-4.34E-04,mod,8,1,8.4
-2.92E-06,-4.94E-05,-4.62E-05,-3.72E-04,-3.57E-04,-4.97E-04,mod,8,1,8.5
2.85E-06,-5.29E-05,-4.18E-05,-4.04E-04,-3.85E-04,-5.45E-04,mod,8,1,8.6
1.19E-06,-4.80E-05,-4.56E-05,-4.41E-04,-4.30E-04,-5.68E-04,mod,8,1,8.7
-5.08E-06,-3.51E-05,-5.68E-05,-4.68E-04,-4.91E-04,-5.78E-04,mod,8,1,8.8
-1.13E-05,-2.00E-05,-6.92E-05,-4.77E-04,-5.58E-04,-5.92E-04,mod,8,1,8.9
-1.47E-05,-1.03E-05,-7.57E-05,-4.72E-04,-6.20E-04,-6.14E-04,mod,8,1,9
-1.60E-05,-1.00E-05,-7.35E-05,-4.66E-04,-6.60E-04,-6.30E-04,mod,8,1,9.1
-1.86E-05,-1.80E-05,-6.66E-05,-4.65E-04,-6.67E-04,-6.26E-04,mod,8,1,9.2
-2.46E-05,-2.88E-05,-6.43E-05,-4.70E-04,-6.48E-04,-6.04E-04,mod,8,1,9.3
-3.28E-05,-3.72E-05,-7.41E-05,-4.73E-04,-6.24E-04,-5.76E-04,mod,8,1,9.4
-4.00E-05,-4.17E-05,-9.49E-05,-4.72E-04,-6.19E-04,-5.58E-04,mod,8,1,9.5
-4.39E-05,-4.43E-05,-1.17E-04,-4.70E-04,-6.38E-04,-5.58E-04,mod,8,1,9.6
-4.54E-05,-4.83E-05,-1.31E-04,-4.74E-04,-6.61E-04,-5.74E-04,mod,8,1,9.7
-4.73E-05,-5.53E-05,-1.31E-04,-4.88E-04,-6.61E-04,-5.99E-04,mod,8,1,9.8
-5.12E-05,-6.41E-05,-1.24E-04,-5.10E-04,-6.25E-04,-6.26E-04,mod,8,1,9.9
-5.66E-05,-7.16E-05,-1.20E-04,-5.31E-04,-5.72E-04,-6.48E-04,mod,8,1,10
-6.20E-05,-7.47E-05,-1.25E-04,-5.47E-04,-5.39E-04,-6.63E-04,mod,8,1,10.1
-6.76E-05,-7.28E-05,-1.32E-04,-5.55E-04,-5.48E-04,-6.78E-04,mod,8,1,10.2
-7.45E-05,-6.78E-05,-1.34E-04,-5.63E-04,-5.90E-04,-7.04E-04,mod,8,1,10.3
-8.37E-05,-6.33E-05,-1.27E-04,-5.78E-04,-6.35E-04,-7.47E-04,mod,8,1,10.4
-9.36E-05,-6.27E-05,-1.16E-04,-6.01E-04,-6.54E-04,-7.95E-04,mod,8,1,10.5
-1.01E-04,-6.79E-05,-1.10E-04,-6.26E-04,-6.46E-04,-8.25E-04,mod,8,1,10.6
-1.06E-04,-7.83E-05,-1.14E-04,-6.41E-04,-6.28E-04,-8.29E-04,mod,8,1,10.7
-1.07E-04,-9.19E-05,-1.22E-04,-6.44E-04,-6.24E-04,-8.19E-04,mod,8,1,10.8
-1.07E-04,-1.05E-04,-1.28E-04,-6.41E-04,-6.41E-04,-8.21E-04,mod,8,1,10.9
-1.09E-04,-1.15E-04,-1.28E-04,-6.46E-04,-6.69E-04,-8.49E-04,mod,8,1,11
-1.09E-04,-1.18E-04,-1.28E-04,-6.66E-04,-6.96E-04,-8.89E-04,mod,8,1,11.1
-1.08E-04,-1.16E-04,-1.34E-04,-6.97E-04,-7.17E-04,-9.15E-04,mod,8,1,11.2
-1.06E-04,-1.11E-04,-1.45E-04,-7.27E-04,-7.37E-04,-9.15E-04,mod,8,1,11.3
-1.04E-04,-1.09E-04,-1.56E-04,-7.48E-04,-7.65E-04,-9.03E-04,mod,8,1,11.4
-1.03E-04,-1.11E-04,-1.58E-04,-7.62E-04,-8.06E-04,-9.05E-04,mod,8,1,11.5
-1.03E-04,-1.14E-04,-1.52E-04,-7.79E-04,-8.57E-04,-9.28E-04,mod,8,1,11.6
-1.02E-04,-1.12E-04,-1.42E-04,-8.01E-04,-9.09E-04,-9.52E-04,mod,8,1,11.7
-9.97E-05,-1.02E-04,-1.36E-04,-8.22E-04,-9.50E-04,-9.52E-04,mod,8,1,11.8
-9.75E-05,-8.85E-05,-1.35E-04,-8.32E-04,-9.75E-04,-9.27E-04,mod,8,1,11.9
-9.73E-05,-7.91E-05,-1.33E-04,-8.24E-04,-9.82E-04,-9.00E-04,mod,8,1,12
-9.94E-05,-8.04E-05,-1.25E-04,-8.03E-04,-9.78E-04,-8.97E-04,mod,8,1,12.1
-1.02E-04,-9.13E-05,-1.11E-04,-7.79E-04,-9.70E-04,-9.21E-04,mod,8,1,12.2
-1.03E-04,-1.05E-04,-9.73E-05,-7.65E-04,-9.65E-04,-9.49E-04,mod,8,1,12.3
-1.00E-04,-1.12E-04,-9.02E-05,-7.64E-04,-9.61E-04,-9.60E-04,mod,8,1,12.4
-9.60E-05,-1.12E-04,-9.13E-05,-7.72E-04,-9.56E-04,-9.50E-04,mod,8,1,12.5
-9.34E-05,-1.08E-04,-9.69E-05,-7.78E-04,-9.45E-04,-9.35E-04,mod,8,1,12.6
-9.33E-05,-1.07E-04,-1.02E-04,-7.74E-04,-9.28E-04,-9.29E-04,mod,8,1,12.7
-9.49E-05,-1.11E-04,-1.02E-04,-7.52E-04,-9.05E-04,-9.27E-04,mod,8,1,12.8
-9.56E-05,-1.17E-04,-9.86E-05,-7.13E-04,-8.82E-04,-9.14E-04,mod,8,1,12.9
-9.39E-05,-1.20E-04,-9.39E-05,-6.65E-04,-8.64E-04,-8.81E-04,mod,8,1,13
-9.04E-05,-1.12E-04,-9.17E-05,-6.17E-04,-8.57E-04,-8.30E-04,mod,8,1,13.1
-8.75E-05,-9.65E-05,-9.44E-05,-5.77E-04,-8.60E-04,-7.74E-04,mod,8,1,13.2
-8.69E-05,-7.93E-05,-1.01E-04,-5.44E-04,-8.67E-04,-7.23E-04,mod,8,1,13.3
-8.78E-05,-6.86E-05,-1.07E-04,-5.14E-04,-8.64E-04,-6.83E-04,mod,8,1,13.4
-8.72E-05,-6.75E-05,-1.05E-04,-4.88E-04,-8.43E-04,-6.55E-04,mod,8,1,13.5
