Hbb_bk1,Hbb_bk2,Hbb_bk3,HbO_bk1,HbO_bk2,HOb_bk3,label,User,trial,time
-1.91E-05,-2.96E-05,-4.36E-05,1.40E-04,1.72E-04,1.61E-04,baseline,7,1,-5.4
-2.18E-05,-3.06E-05,-5.10E-05,1.23E-04,1.28E-04,1.34E-04,baseline,7,1,-5.3
-2.41E-05,-3.00E-05,-5.77E-05,9.19E-05,7.22E-05,9.84E-05,baseline,7,1,-5.2
-2.66E-05,-3.02E-05,-6.42E-05,5.74E-05,2.34E-05,6.31E-05,baseline,7,1,-5.1
-3.00E-05,-3.32E-05,-6.94E-05,2.87E-05,-8.30E-06,3.45E-05,baseline,7,1,-5
-3.47E-05,-3.83E-05,-7.15E-05,8.56E-06,-2.58E-05,1.35E-05,baseline,7,1,-4.9
-4.02E-05,-4.32E-05,-6.96E-05,-7.71E-06,-3.92E-05,-3.55E-06,baseline,7,1,-4.8
-4.53E-05,-4.66E-05,-6.49E-05,-2.75E-05,-5.71E-05,-2.32E-05,baseline,7,1,-4.7
-4.83E-05,-4.95E-05,-6.00E-05,-5.60E-05,-8.21E-05,-5.30E-05,baseline,7,1,-4.6
-4.87E-05,-5.38E-05,-5.66E-05,-9.31E-05,-1.14E-04,-9.84E-05,baseline,7,1,-4.5
-4.78E-05,-6.07E-05,-5.43E-05,-1.35E-04,-1.51E-04,-1.58E-04,baseline,7,1,-4.4
-4.80E-05,-6.88E-05,-5.16E-05,-1.75E-04,-1.92E-04,-2.24E-04,baseline,7,1,-4.3
-5.13E-05,-7.60E-05,-4.75E-05,-2.09E-04,-2.32E-04,-2.79E-04,baseline,7,1,-4.2
-5.74E-05,-8.03E-05,-4.27E-05,-2.29E-04,-2.61E-04,-3.13E-04,baseline,7,1,-4.1
-6.40E-05,-8.09E-05,-3.95E-05,-2.35E-04,-2.72E-04,-3.24E-04,baseline,7,1,-4
-6.84E-05,-7.86E-05,-3.96E-05,-2.29E-04,-2.66E-04,-3.22E-04,baseline,7,1,-3.9
-6.99E-05,-7.48E-05,-4.29E-05,-2.21E-04,-2.55E-04,-3.21E-04,baseline,7,1,-3.8
-7.03E-05,-7.18E-05,-4.83E-05,-2.21E-04,-2.53E-04,-3.35E-04,baseline,7,1,-3.7
-7.21E-05,-7.18E-05,-5.39E-05,-2.37E-04,-2.68E-04,-3.63E-04,baseline,7,1,-3.6
-7.65E-05,-7.49E-05,-5.83E-05,-2.65E-04,-2.95E-04,-3.96E-04,baseline,7,1,-3.5
-8.19E-05,-7.90E-05,-6.07E-05,-2.92E-04,-3.21E-04,-4.19E-04,baseline,7,1,-3.4
-8.57E-05,-8.08E-05,-6.12E-05,-3.02E-04,-3.31E-04,-4.23E-04,baseline,7,1,-3.3
-8.59E-05,-7.90E-05,-6.11E-05,-2.86E-04,-3.22E-04,-4.08E-04,baseline,7,1,-3.2
-8.32E-05,-7.55E-05,-6.18E-05,-2.50E-04,-2.98E-04,-3.81E-04,baseline,7,1,-3.1
-8.02E-05,-7.44E-05,-6.41E-05,-2.10E-04,-2.77E-04,-3.58E-04,baseline,7,1,-3
-7.87E-05,-7.83E-05,-6.67E-05,-1.86E-04,-2.73E-04,-3.51E-04,baseline,7,1,-2.9
-7.85E-05,-8.57E-05,-6.73E-05,-1.86E-04,-2.88E-04,-3.63E-04,baseline,7,1,-2.8
-7.77E-05,-9.22E-05,-6.46E-05,-2.05E-04,-3.10E-04,-3.85E-04,baseline,7,1,-2.7
-7.48E-05,-9.37E-05,-6.01E-05,-2.24E-04,-3.23E-04,-3.98E-04,baseline,7,1,-2.6
-7.03E-05,-8.94E-05,-5.67E-05,-2.26E-04,-3.13E-04,-3.87E-04,baseline,7,1,-2.5
-6.65E-05,-8.23E-05,-5.64E-05,-2.03E-04,-2.83E-04,-3.45E-04,baseline,7,1,-2.4
-6.51E-05,-7.58E-05,-5.81E-05,-1.63E-04,-2.46E-04,-2.84E-04,baseline,7,1,-2.3
-6.51E-05,-7.14E-05,-5.90E-05,-1.24E-04,-2.15E-04,-2.21E-04,baseline,7,1,-2.2
-6.39E-05,-6.78E-05,-5.71E-05,-1.04E-04,-1.98E-04,-1.72E-04,baseline,7,1,-2.1
-5.94E-05,-6.28E-05,-5.31E-05,-1.05E-04,-1.91E-04,-1.39E-04,baseline,7,1,-2
-5.27E-05,-5.54E-05,-4.88E-05,-1.14E-04,-1.85E-04,-1.17E-04,baseline,7,1,-1.9
-4.67E-05,-4.69E-05,-4.51E-05,-1.10E-04,-1.70E-04,-9.29E-05,baseline,7,1,-1.8
-4.38E-05,-3.99E-05,-4.08E-05,-8.08E-05,-1.41E-04,-5.89E-05,baseline,7,1,-1.7
-4.33E-05,-3.58E-05,-3.43E-05,-2.91E-05,-9.46E-05,-1.20E-05,baseline,7,1,-1.6
-4.20E-05,-3.39E-05,-2.54E-05,3.05E-05,-3.42E-05,4.36E-05,baseline,7,1,-1.5
-3.68E-05,-3.22E-05,-1.61E-05,8.13E-05,3.14E-05,9.78E-05,baseline,7,1,-1.4
-2.77E-05,-2.92E-05,-8.12E-06,1.14E-04,8.89E-05,1.39E-04,baseline,7,1,-1.3
-1.73E-05,-2.55E-05,-2.01E-06,1.28E-04,1.28E-04,1.61E-04,baseline,7,1,-1.2
-9.04E-06,-2.34E-05,3.10E-06,1.34E-04,1.51E-04,1.67E-04,baseline,7,1,-1.1
-3.99E-06,-2.45E-05,7.70E-06,1.40E-04,1.69E-04,1.71E-04,baseline,7,1,-1
-6.65E-07,-2.79E-05,1.10E-05,1.54E-04,1.96E-04,1.88E-04,baseline,7,1,-0.9
3.42E-06,-3.05E-05,1.17E-05,1.78E-04,2.38E-04,2.28E-04,baseline,7,1,-0.8
9.62E-06,-2.94E-05,9.73E-06,2.09E-04,2.88E-04,2.85E-04,baseline,7,1,-0.7
1.73E-05,-2.46E-05,6.75E-06,2.41E-04,3.31E-04,3.43E-04,baseline,7,1,-0.6
2.47E-05,-1.84E-05,4.50E-06,2.68E-04,3.58E-04,3.88E-04,baseline,7,1,-0.5
2.99E-05,-1.36E-05,3.32E-06,2.84E-04,3.70E-04,4.11E-04,baseline,7,1,-0.4
3.25E-05,-1.02E-05,1.91E-06,2.89E-04,3.71E-04,4.14E-04,baseline,7,1,-0.3
3.32E-05,-6.39E-06,-1.07E-06,2.89E-04,3.65E-04,4.08E-04,baseline,7,1,-0.2
3.29E-05,-3.87E-07,-5.24E-06,2.88E-04,3.56E-04,3.99E-04,baseline,7,1,-0.1
3.24E-05,7.01E-06,-8.65E-06,2.90E-04,3.47E-04,3.93E-04,baseline,7,1,0
3.12E-05,1.30E-05,-9.53E-06,3.00E-04,3.44E-04,3.89E-04,mod,7,1,0.1
2.88E-05,1.53E-05,-7.95E-06,3.16E-04,3.52E-04,3.84E-04,mod,7,1,0.2
2.51E-05,1.44E-05,-5.71E-06,3.33E-04,3.68E-04,3.75E-04,mod,7,1,0.3
2.08E-05,1.24E-05,-4.71E-06,3.46E-04,3.80E-04,3.60E-04,mod,7,1,0.4
1.70E-05,1.10E-05,-5.38E-06,3.48E-04,3.76E-04,3.37E-04,mod,7,1,0.5
1.37E-05,9.09E-06,-6.79E-06,3.37E-04,3.53E-04,3.09E-04,mod,7,1,0.6
9.90E-06,4.69E-06,-8.05E-06,3.20E-04,3.23E-04,2.81E-04,mod,7,1,0.7
4.45E-06,-2.96E-06,-9.41E-06,3.04E-04,3.00E-04,2.62E-04,mod,7,1,0.8
-2.08E-06,-1.21E-05,-1.18E-05,2.97E-04,2.94E-04,2.55E-04,mod,7,1,0.9
-7.47E-06,-2.02E-05,-1.55E-05,2.96E-04,3.01E-04,2.57E-04,mod,7,1,1
-9.45E-06,-2.60E-05,-1.95E-05,2.95E-04,3.10E-04,2.54E-04,mod,7,1,1.1
-8.01E-06,-3.05E-05,-2.24E-05,2.87E-04,3.06E-04,2.35E-04,mod,7,1,1.2
-5.74E-06,-3.52E-05,-2.40E-05,2.68E-04,2.81E-04,1.95E-04,mod,7,1,1.3
-5.93E-06,-4.05E-05,-2.57E-05,2.40E-04,2.35E-04,1.40E-04,mod,7,1,1.4
-9.90E-06,-4.54E-05,-2.92E-05,2.07E-04,1.79E-04,8.23E-05,mod,7,1,1.5
-1.61E-05,-4.93E-05,-3.42E-05,1.73E-04,1.27E-04,3.03E-05,mod,7,1,1.6
-2.15E-05,-5.33E-05,-3.88E-05,1.40E-04,8.89E-05,-1.32E-05,mod,7,1,1.7
-2.46E-05,-5.86E-05,-4.09E-05,1.13E-04,6.88E-05,-5.10E-05,mod,7,1,1.8
-2.61E-05,-6.47E-05,-4.07E-05,9.22E-05,5.93E-05,-8.54E-05,mod,7,1,1.9
-2.80E-05,-6.92E-05,-4.03E-05,7.47E-05,4.73E-05,-1.16E-04,mod,7,1,2
-3.19E-05,-7.00E-05,-4.19E-05,5.45E-05,2.19E-05,-1.44E-04,mod,7,1,2.1
-3.83E-05,-6.74E-05,-4.53E-05,2.57E-05,-1.89E-05,-1.70E-04,mod,7,1,2.2
-4.61E-05,-6.48E-05,-4.85E-05,-1.24E-05,-6.75E-05,-2.01E-04,mod,7,1,2.3
-5.41E-05,-6.59E-05,-4.96E-05,-5.48E-05,-1.12E-04,-2.37E-04,mod,7,1,2.4
-6.12E-05,-7.17E-05,-4.91E-05,-9.40E-05,-1.45E-04,-2.77E-04,mod,7,1,2.5
-6.68E-05,-7.98E-05,-4.93E-05,-1.24E-04,-1.64E-04,-3.12E-04,mod,7,1,2.6
-7.06E-05,-8.70E-05,-5.27E-05,-1.42E-04,-1.74E-04,-3.32E-04,mod,7,1,2.7
-7.33E-05,-9.14E-05,-5.97E-05,-1.51E-04,-1.81E-04,-3.36E-04,mod,7,1,2.8
-7.61E-05,-9.38E-05,-6.86E-05,-1.53E-04,-1.93E-04,-3.31E-04,mod,7,1,2.9
-7.97E-05,-9.58E-05,-7.75E-05,-1.54E-04,-2.12E-04,-3.27E-04,mod,7,1,3
-8.40E-05,-9.82E-05,-8.54E-05,-1.61E-04,-2.39E-04,-3.33E-04,mod,7,1,3.1
-8.77E-05,-1.01E-04,-9.18E-05,-1.73E-04,-2.65E-04,-3.50E-04,mod,7,1,3.2
-8.96E-05,-1.04E-04,-9.67E-05,-1.90E-04,-2.84E-04,-3.68E-04,mod,7,1,3.3
-8.94E-05,-1.04E-04,-1.00E-04,-2.01E-04,-2.87E-04,-3.75E-04,mod,7,1,3.4
-8.81E-05,-1.02E-04,-1.02E-04,-1.98E-04,-2.76E-04,-3.61E-04,mod,7,1,3.5
-8.68E-05,-9.42E-05,-1.02E-04,-1.77E-04,-2.57E-04,-3.31E-04,mod,7,1,3.6
-8.62E-05,-8.28E-05,-1.01E-04,-1.45E-04,-2.40E-04,-3.00E-04,mod,7,1,3.7
-8.61E-05,-7.12E-05,-9.80E-05,-1.15E-04,-2.28E-04,-2.81E-04,mod,7,1,3.8
-8.58E-05,-6.41E-05,-9.36E-05,-1.01E-04,-2.24E-04,-2.81E-04,mod,7,1,3.9
-8.52E-05,-6.36E-05,-8.87E-05,-1.05E-04,-2.24E-04,-2.91E-04,mod,7,1,4
-8.43E-05,-6.75E-05,-8.48E-05,-1.21E-04,-2.27E-04,-2.99E-04,mod,7,1,4.1
-8.32E-05,-7.10E-05,-8.29E-05,-1.34E-04,-2.30E-04,-2.98E-04,mod,7,1,4.2
-8.21E-05,-7.09E-05,-8.24E-05,-1.35E-04,-2.34E-04,-2.89E-04,mod,7,1,4.3
-8.12E-05,-6.86E-05,-8.16E-05,-1.23E-04,-2.34E-04,-2.77E-04,mod,7,1,4.4
-8.04E-05,-6.79E-05,-7.96E-05,-1.10E-04,-2.33E-04,-2.67E-04,mod,7,1,4.5
-7.98E-05,-7.13E-05,-7.70E-05,-1.09E-04,-2.33E-04,-2.61E-04,mod,7,1,4.6
-7.93E-05,-7.72E-05,-7.46E-05,-1.26E-04,-2.40E-04,-2.64E-04,mod,7,1,4.7
-7.88E-05,-8.17E-05,-7.22E-05,-1.61E-04,-2.58E-04,-2.83E-04,mod,7,1,4.8
-7.87E-05,-8.21E-05,-6.85E-05,-1.99E-04,-2.82E-04,-3.17E-04,mod,7,1,4.9
-7.91E-05,-7.89E-05,-6.26E-05,-2.28E-04,-3.03E-04,-3.53E-04,mod,7,1,5
-7.95E-05,-7.45E-05,-5.62E-05,-2.38E-04,-3.10E-04,-3.72E-04,mod,7,1,5.1
-7.85E-05,-7.03E-05,-5.23E-05,-2.34E-04,-3.03E-04,-3.63E-04,mod,7,1,5.2
-7.48E-05,-6.58E-05,-5.29E-05,-2.25E-04,-2.90E-04,-3.34E-04,mod,7,1,5.3
-6.84E-05,-6.01E-05,-5.66E-05,-2.24E-04,-2.87E-04,-3.13E-04,mod,7,1,5.4
-6.14E-05,-5.42E-05,-5.93E-05,-2.39E-04,-3.03E-04,-3.26E-04,mod,7,1,5.5
-5.71E-05,-5.04E-05,-5.73E-05,-2.68E-04,-3.35E-04,-3.77E-04,mod,7,1,5.6
-5.75E-05,-5.03E-05,-5.05E-05,-3.00E-04,-3.72E-04,-4.45E-04,mod,7,1,5.7
-6.15E-05,-5.30E-05,-4.22E-05,-3.20E-04,-3.99E-04,-5.01E-04,mod,7,1,5.8
-6.57E-05,-5.60E-05,-3.65E-05,-3.22E-04,-4.11E-04,-5.27E-04,mod,7,1,5.9
-6.71E-05,-5.79E-05,-3.46E-05,-3.09E-04,-4.10E-04,-5.33E-04,mod,7,1,6
-6.56E-05,-5.95E-05,-3.46E-05,-2.96E-04,-4.06E-04,-5.44E-04,mod,7,1,6.1
-6.42E-05,-6.30E-05,-3.35E-05,-2.98E-04,-4.10E-04,-5.78E-04,mod,7,1,6.2
-6.64E-05,-6.95E-05,-3.04E-05,-3.22E-04,-4.26E-04,-6.37E-04,mod,7,1,6.3
-7.30E-05,-7.77E-05,-2.70E-05,-3.62E-04,-4.55E-04,-6.99E-04,mod,7,1,6.4
-8.09E-05,-8.50E-05,-2.71E-05,-4.02E-04,-4.89E-04,-7.40E-04,mod,7,1,6.5
-8.57E-05,-8.93E-05,-3.28E-05,-4.29E-04,-5.20E-04,-7.45E-04,mod,7,1,6.6
-8.52E-05,-9.04E-05,-4.31E-05,-4.41E-04,-5.39E-04,-7.22E-04,mod,7,1,6.7
-8.13E-05,-9.00E-05,-5.43E-05,-4.47E-04,-5.45E-04,-6.94E-04,mod,7,1,6.8
-7.81E-05,-9.03E-05,-6.20E-05,-4.58E-04,-5.47E-04,-6.82E-04,mod,7,1,6.9
-7.87E-05,-9.21E-05,-6.45E-05,-4.81E-04,-5.59E-04,-6.91E-04,mod,7,1,7
-8.26E-05,-9.50E-05,-6.31E-05,-5.14E-04,-5.92E-04,-7.13E-04,mod,7,1,7.1
-8.64E-05,-9.74E-05,-6.14E-05,-5.48E-04,-6.42E-04,-7.33E-04,mod,7,1,7.2
-8.69E-05,-9.84E-05,-6.15E-05,-5.73E-04,-6.89E-04,-7.44E-04,mod,7,1,7.3
-8.34E-05,-9.78E-05,-6.26E-05,-5.85E-04,-7.14E-04,-7.49E-04,mod,7,1,7.4
-7.79E-05,-9.66E-05,-6.14E-05,-5.88E-04,-7.10E-04,-7.57E-04,mod,7,1,7.5
-7.31E-05,-9.56E-05,-5.55E-05,-5.85E-04,-6.91E-04,-7.73E-04,mod,7,1,7.6
-6.99E-05,-9.45E-05,-4.58E-05,-5.84E-04,-6.80E-04,-7.94E-04,mod,7,1,7.7
-6.73E-05,-9.17E-05,-3.65E-05,-5.90E-04,-6.91E-04,-8.16E-04,mod,7,1,7.8
-6.36E-05,-8.61E-05,-3.18E-05,-6.03E-04,-7.17E-04,-8.32E-04,mod,7,1,7.9
-5.79E-05,-7.80E-05,-3.26E-05,-6.20E-04,-7.40E-04,-8.41E-04,mod,7,1,8
-5.08E-05,-6.95E-05,-3.57E-05,-6.30E-04,-7.39E-04,-8.38E-04,mod,7,1,8.1
-4.38E-05,-6.24E-05,-3.65E-05,-6.21E-04,-7.13E-04,-8.20E-04,mod,7,1,8.2
-3.84E-05,-5.69E-05,-3.27E-05,-5.88E-04,-6.72E-04,-7.85E-04,mod,7,1,8.3
-3.53E-05,-5.16E-05,-2.64E-05,-5.38E-04,-6.35E-04,-7.43E-04,mod,7,1,8.4
-3.44E-05,-4.51E-05,-2.15E-05,-4.92E-04,-6.11E-04,-7.03E-04,mod,7,1,8.5
-3.45E-05,-3.72E-05,-2.04E-05,-4.70E-04,-6.01E-04,-6.75E-04,mod,7,1,8.6
-3.45E-05,-2.99E-05,-2.18E-05,-4.71E-04,-5.99E-04,-6.55E-04,mod,7,1,8.7
-3.29E-05,-2.49E-05,-2.24E-05,-4.80E-04,-5.96E-04,-6.34E-04,mod,7,1,8.8
-2.95E-05,-2.23E-05,-1.92E-05,-4.74E-04,-5.86E-04,-6.04E-04,mod,7,1,8.9
-2.49E-05,-2.02E-05,-1.23E-05,-4.45E-04,-5.65E-04,-5.65E-04,mod,7,1,9
-2.03E-05,-1.65E-05,-3.26E-06,-4.08E-04,-5.38E-04,-5.29E-04,mod,7,1,9.1
-1.68E-05,-1.10E-05,6.13E-06,-3.84E-04,-5.13E-04,-5.09E-04,mod,7,1,9.2
-1.49E-05,-6.05E-06,1.50E-05,-3.89E-04,-4.99E-04,-5.10E-04,mod,7,1,9.3
-1.40E-05,-4.49E-06,2.30E-05,-4.18E-04,-4.98E-04,-5.26E-04,mod,7,1,9.4
-1.32E-05,-7.17E-06,2.88E-05,-4.50E-04,-5.04E-04,-5.42E-04,mod,7,1,9.5
-1.15E-05,-1.18E-05,3.16E-05,-4.66E-04,-5.03E-04,-5.45E-04,mod,7,1,9.6
-8.84E-06,-1.48E-05,3.11E-05,-4.60E-04,-4.86E-04,-5.32E-04,mod,7,1,9.7
-5.89E-06,-1.45E-05,2.89E-05,-4.42E-04,-4.54E-04,-5.10E-04,mod,7,1,9.8
-3.75E-06,-1.23E-05,2.67E-05,-4.26E-04,-4.22E-04,-4.93E-04,mod,7,1,9.9
-3.22E-06,-1.14E-05,2.49E-05,-4.23E-04,-4.07E-04,-4.94E-04,mod,7,1,10
-4.38E-06,-1.33E-05,2.17E-05,-4.34E-04,-4.17E-04,-5.12E-04,mod,7,1,10.1
-6.81E-06,-1.70E-05,1.57E-05,-4.55E-04,-4.47E-04,-5.38E-04,mod,7,1,10.2
-9.95E-06,-1.97E-05,7.07E-06,-4.76E-04,-4.82E-04,-5.60E-04,mod,7,1,10.3
-1.34E-05,-2.05E-05,-1.95E-06,-4.92E-04,-5.07E-04,-5.71E-04,mod,7,1,10.4
-1.66E-05,-2.07E-05,-8.76E-06,-4.98E-04,-5.19E-04,-5.75E-04,mod,7,1,10.5
-1.90E-05,-2.27E-05,-1.26E-05,-5.01E-04,-5.27E-04,-5.86E-04,mod,7,1,10.6
-2.03E-05,-2.67E-05,-1.44E-05,-5.13E-04,-5.45E-04,-6.12E-04,mod,7,1,10.7
-2.10E-05,-3.11E-05,-1.56E-05,-5.41E-04,-5.81E-04,-6.55E-04,mod,7,1,10.8
-2.28E-05,-3.40E-05,-1.64E-05,-5.87E-04,-6.31E-04,-7.07E-04,mod,7,1,10.9
-2.68E-05,-3.53E-05,-1.60E-05,-6.39E-04,-6.80E-04,-7.56E-04,mod,7,1,11
-3.25E-05,-3.63E-05,-1.42E-05,-6.82E-04,-7.16E-04,-7.92E-04,mod,7,1,11.1
-3.75E-05,-3.73E-05,-1.20E-05,-7.08E-04,-7.34E-04,-8.16E-04,mod,7,1,11.2
-3.94E-05,-3.69E-05,-1.09E-05,-7.18E-04,-7.44E-04,-8.31E-04,mod,7,1,11.3
-3.81E-05,-3.42E-05,-1.17E-05,-7.23E-04,-7.57E-04,-8.44E-04,mod,7,1,11.4
-3.66E-05,-3.06E-05,-1.43E-05,-7.30E-04,-7.78E-04,-8.62E-04,mod,7,1,11.5
-3.82E-05,-3.00E-05,-1.76E-05,-7.44E-04,-8.04E-04,-8.87E-04,mod,7,1,11.6
-4.39E-05,-3.49E-05,-2.10E-05,-7.60E-04,-8.27E-04,-9.16E-04,mod,7,1,11.7
-5.07E-05,-4.34E-05,-2.41E-05,-7.74E-04,-8.42E-04,-9.41E-04,mod,7,1,11.8
-5.41E-05,-5.04E-05,-2.68E-05,-7.78E-04,-8.48E-04,-9.51E-04,mod,7,1,11.9
-5.14E-05,-5.15E-05,-2.83E-05,-7.69E-04,-8.46E-04,-9.43E-04,mod,7,1,12
-4.41E-05,-4.67E-05,-2.83E-05,-7.47E-04,-8.36E-04,-9.22E-04,mod,7,1,12.1
-3.62E-05,-4.05E-05,-2.73E-05,-7.19E-04,-8.22E-04,-9.01E-04,mod,7,1,12.2
-3.06E-05,-3.67E-05,-2.58E-05,-6.99E-04,-8.14E-04,-8.95E-04,mod,7,1,12.3
-2.66E-05,-3.58E-05,-2.43E-05,-6.96E-04,-8.19E-04,-9.03E-04,mod,7,1,12.4
-2.09E-05,-3.50E-05,-2.23E-05,-7.12E-04,-8.36E-04,-9.16E-04,mod,7,1,12.5
-1.06E-05,-3.12E-05,-1.91E-05,-7.36E-04,-8.53E-04,-9.20E-04,mod,7,1,12.6
3.83E-06,-2.35E-05,-1.51E-05,-7.55E-04,-8.54E-04,-9.08E-04,mod,7,1,12.7
1.85E-05,-1.37E-05,-1.20E-05,-7.58E-04,-8.34E-04,-8.84E-04,mod,7,1,12.8
2.90E-05,-4.71E-06,-1.17E-05,-7.50E-04,-8.06E-04,-8.60E-04,mod,7,1,12.9
3.33E-05,1.05E-07,-1.54E-05,-7.44E-04,-7.88E-04,-8.48E-04,mod,7,1,13
3.27E-05,-1.69E-06,-2.23E-05,-7.52E-04,-7.86E-04,-8.48E-04,mod,7,1,13.1
2.99E-05,-1.00E-05,-3.06E-05,-7.74E-04,-7.93E-04,-8.55E-04,mod,7,1,13.2
2.66E-05,-2.15E-05,-3.78E-05,-8.02E-04,-7.96E-04,-8.64E-04,mod,7,1,13.3
2.31E-05,-3.06E-05,-4.20E-05,-8.21E-04,-7.89E-04,-8.71E-04,mod,7,1,13.4
1.86E-05,-3.33E-05,-4.18E-05,-8.24E-04,-7.78E-04,-8.73E-04,mod,7,1,13.5
1.32E-05,-3.03E-05,-3.76E-05,-8.08E-04,-7.68E-04,-8.67E-04,mod,7,1,13.6
7.23E-06,-2.68E-05,-3.10E-05,-7.81E-04,-7.60E-04,-8.52E-04,mod,7,1,13.7
